,img,drone_imu_rpy,drone_gyro_wxwywz,drone_gps_xyz,drone_camera_gps_xyz,drone_camera_imu_rpy,TR,TL,BR,BL,GATE-CENTER
114,img_388.png,"[-0.2282669204123178, -0.13321559345736395, 1.4480055447301445]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.1818181818181817, 1.2000000000000002]","[-0.6910700978165902, -3.1533147215202546, 1.2136389556389078]","[-0.2282669204123178, -0.13321559345736395, 1.4480055447301445]","[179.93630201898839, 187.8141650995836]","[159.38214890273522, 183.05087769451455]","[175.42427409071283, 209.27057055472073]","[154.44127809956876, 204.76529607266517]","[167.3973145613413, 196.15108819363317]"
115,img_390.png,"[0.17534868921061822, 0.2474257723651004, 0.9581552905753571]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -3.1818181818181817, 2.0]","[-0.6727681955885766, -3.1570518704469657, 2.0021995201812337]","[0.17534868921061822, 0.2474257723651004, 0.9581552905753571]","[102.72765987997477, 170.72700966827614]","[80.42636680489177, 178.11022772074784]","[107.94080752517658, 190.21091587178793]","[86.74694365889061, 198.7923739511747]","[94.89923309741579, 184.47530994770796]"
116,img_391.png,"[0.09272815174418846, -0.2058061123556158, 1.664186904084815]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.7272727272727275, 0.0]","[-0.6939346271152178, -2.699973370331171, 0.015877600376302398]","[0.09272815174418846, -0.2058061123556158, 1.664186904084815]","[224.9695207746369, 113.54393551305341]","[200.09240238252326, 116.83830060108178]","[229.2926652051604, 136.84737838322198]","[203.603292701847, 139.92615709959597]","[214.37520904976336, 126.62539861145247]"
117,img_392.png,"[-0.02985145845231915, -0.08112763887035623, 1.7665786891183757]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.7272727272727275, 0.4]","[-0.6982597083582673, -2.6987952537026936, 0.41239382927112134]","[-0.02985145845231915, -0.08112763887035623, 1.7665786891183757]","[255.11305243481672, 121.82293822609985]","[226.3238469115125, 122.59404491915886]","[255.56637454584254, 148.78984007126442]","[226.39357058690464, 148.74235419058996]","[240.6237627267534, 135.40407719200542]"
118,img_393.png,"[-0.2292486940775232, -0.16213459685348947, 1.1145856263858185]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.7272727272727275, 0.8]","[-0.6819971448371032, -2.701104205158208, 0.8144534100197374]","[-0.2292486940775232, -0.16213459685348947, 1.1145856263858185]","[135.98799825695733, 157.74532502059844]","[112.37749118677306, 150.62949939453162]","[129.9032185847262, 181.458751920854]","[105.28224791432541, 175.77662156990183]","[121.31942719858277, 166.3591318409605]"
119,img_397.png,"[0.11946967425350163, -0.0598884251156162, 1.7944734467089896]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.272727272727273, 0.0]","[-0.6976562787537979, -2.2438421466509433, 0.011706498818308663]","[0.11946967425350163, -0.0598884251156162, 1.7944734467089896]","[261.8467699267921, 56.14850553003077]","[226.4054106053347, 64.65696629685394]","[267.13262395332816, 88.60111661551547]","[231.05591754234885, 95.82091806406125]","[246.20748698937265, 76.29891138020807]"
120,img_398.png,"[-0.009186901525071551, 0.10437572195681497, 1.6570059110146556]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.272727272727273, 0.4]","[-0.6950579498970844, -2.241971304826451, 0.40681956902418326]","[-0.009186901525071551, 0.10437572195681497, 1.6570059110146556]","[250.28539318253692, 75.36263719304387]","[215.9361496281082, 76.16513229946145]","[248.13361218550014, 109.70836796531522]","[214.5050445050741, 109.9315664963685]","[232.0640099487033, 92.96709937062522]"
121,img_401.png,"[0.07792046559271121, -0.18717792536869457, 1.8338608778897598]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -2.272727272727273, 1.6]","[-0.6987385867095623, -2.245854296776801, 1.6153781260482987]","[0.07792046559271121, -0.18717792536869457, 1.8338608778897598]","[300.7633645025379, 220.2105505693583]","[258.62547283799404, 221.3109292406207]","[309.99424784168184, 261.704342770712]","[265.59491057583693, 260.49958476429555]","[283.04278125315227, 240.5112813231003]"
122,img_403.png,"[-0.14168281611248323, -0.16307485308363465, 1.0984972712196415]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -1.8181818181818183, 0.0]","[-0.6808294219608026, -1.792609417772924, 0.014639045295745619]","[-0.14168281611248323, -0.16307485308363465, 1.0984972712196415]","[167.91996031560973, 91.74660536537415]","[138.45324852161593, 78.60523825176101]","[163.62729802819325, 121.69213463637598]","[132.7286026964391, 110.96386786645277]","[151.40151846606017, 100.76698221509915]"
123,img_405.png,"[0.2469513658327312, 0.23553558284442452, 1.6795117295372914]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -1.8181818181818183, 0.8]","[-0.6932883236058605, -1.7866676422879044, 0.8024279785799121]","[0.2469513658327312, 0.23553558284442452, 1.6795117295372914]","[255.78844601817485, 45.21230095736494]","[210.47203877786737, 57.94763316720512]","[260.202233108027, 92.03166583171917]","[217.37085496573764, 102.82222599284474]","[235.74485881862117, 75.26909733218737]"
124,img_408.png,"[0.15180194260705565, 0.23603994354901306, 0.6457976907774293]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -1.8181818181818183, 2.0]","[-0.6662572030945328, -1.8004438214112288, 2.0025952807789587]","[0.15180194260705565, 0.23603994354901306, 0.6457976907774293]","[86.51257529364797, 203.77511020674274]","[47.92836154639117, 224.42015040581808]","[94.95305540785955, 234.42503888204263]","[60.105346863394544, 259.6207388829802]","[74.1157538689506, 229.99173472517919]"
125,img_412.png,"[-0.036416809568037126, -0.21234310366462367, 1.184371065805348]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -1.3636363636363638, 1.2000000000000002]","[-0.6823862372138806, -1.3382862133374953, 1.216091445200673]","[-0.036416809568037126, -0.21234310366462367, 1.184371065805348]","[195.17437378581877, 198.55832328284393]","[152.7363550311368, 197.2172936242128]","[195.63679645159695, 247.86321456962375]","[150.40581974718032, 252.21476176324438]","[174.6794424308222, 223.12210956433697]"
126,img_413.png,"[0.12881040025316107, -0.07728057905012733, 0.886543783938313]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -1.3636363636363638, 1.6]","[-0.6728900438660401, -1.3418642372478622, 1.6122036650855196]","[0.12881040025316107, -0.07728057905012733, 0.886543783938313]","[151.1240551833072, 219.53990126348654]","[108.22520872856713, 234.33923198107996]","[156.77491086411607, 265.6892176012493]","[113.95690324233715, 290.2912643158779]","[134.45284874159012, 251.27520214455643]"
127,img_415.png,"[-0.1296738212346046, -0.19569662991098846, 1.419563842768007]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -0.9090909090909092, 0.0]","[-0.6894431023438082, -0.8817107656610769, 0.015560265746465546]","[-0.1296738212346046, -0.19569662991098846, 1.419563842768007]","[285.11318098665714, 33.41340590628796]","[232.45927145771924, 17.181167324410087]","[286.26364196348595, 84.6110613169656]","[229.70488555500737, 70.08901615025695]","[259.1331502855035, 50.60999507003065]"
128,img_416.png,"[0.07769184550189596, 0.05467565263035746, 1.176163747261833]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -0.9090909090909092, 0.4]","[-0.6798649030730232, -0.8812335991455793, 0.4083154842716124]","[0.07769184550189596, 0.05467565263035746, 1.176163747261833]","[226.57556104864364, 18.07174564039387]","[169.71211519605436, 1.100102447217558]","[230.0390303346196, 82.9348175483556]","[175.0860520244821, 77.08386227785749]","[202.5348404062882, 45.62481664112374]"
129,img_419.png,"[0.2433105734298964, -0.021405967784828575, 1.3935634258225302]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -0.9090909090909092, 1.6]","[-0.6846849036525704, -0.8801968518624319, 1.610345363695725]","[0.2433105734298964, -0.021405967784828575, 1.3935634258225302]","[300.11708704545174, 201.64251990994242]","[239.08484412498103, 222.62706707802928]","[318.3803697872885, 270.50562191121986]","[258.21259754311905, 297.1787849209112]","[280.0606940490043, 247.3682465751016]"
130,img_423.png,"[0.11383982668733025, -0.10415044028374845, 0.6080644705724174]","[0.0, 0.0, 0.0]","[-0.6923076923076921, -0.45454545454545503, 0.8]","[-0.6680172702880501, -0.43902232608421604, 0.8130003031073728]","[0.11383982668733025, -0.10415044028374845, 0.6080644705724174]","[183.81875523631348, 105.81473231708313]","[135.89730285810825, 76.73563060508305]","[193.1390243534921, 175.2252597888236]","[146.96332580523023, 181.80144377615215]","[169.7073553658575, 134.90893022169152]"
131,img_433.png,"[0.13327038390551071, 0.242725376038393, 1.3328243784343847]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -5.0, 0.0]","[-0.22205169695981755, -4.9696982680912125, 0.002410321059470478]","[0.13327038390551071, 0.242725376038393, 1.3328243784343847]","[119.09000261279246, 75.06179056030714]","[103.46274679789785, 76.16624984143283]","[121.84765421023025, 91.11058815829021]","[106.61435998579914, 92.52099027487276]","[112.84895133666278, 83.79591214517215]"
132,img_434.png,"[-0.07942288180901773, 0.20208740717307316, 0.8498606024463893]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -5.0, 0.4]","[-0.21064485519308385, -4.975896252081889, 0.40374417467145374]","[-0.07942288180901773, 0.20208740717307316, 0.8498606024463893]","[32.06645654879256, 77.39403495551389]","[7.8605872299644215, 72.72223915635378]","[33.36508653507725, 96.39515760463634]","[9.800852427366449, 93.21251302092001]","[21.206319609779328, 85.10956208023217]"
133,img_436.png,"[-0.19655501371121648, 0.20502401989866023, 2.0780551781323036]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -5.0, 1.2000000000000002]","[-0.24771446935926184, -4.973530232693407, 1.203494325093884]","[-0.19655501371121648, 0.20502401989866023, 2.0780551781323036]","[280.8357027149941, 147.66498474940332]","[261.8230579071199, 143.87211324639455]","[275.2469444058465, 163.7529153205748]","[256.84549059766067, 159.31604034887766]","[268.44673611312527, 153.6817953379203]"
134,img_437.png,"[0.0959265603270667, 0.04919829041770244, 0.9630808089030626]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -5.0, 1.6]","[-0.21259433180240933, -4.975546181149259, 1.6084666280868456]","[0.0959265603270667, 0.04919829041770244, 0.9630808089030626]","[63.06105028901955, 176.0228810450193]","[44.16877138119973, 178.74577952541077]","[64.99413771399561, 191.48847413741447]","[46.30075136913754, 195.0617691415307]","[54.889358160899995, 185.30552901191234]"
135,img_440.png,"[0.25302850981235514, -0.12015128950325621, 2.11773388415531]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.545454545454546, 0.4]","[-0.24351725884273873, -4.519704875647882, 0.4132076600912058]","[0.25302850981235514, -0.12015128950325621, 2.11773388415531]","[275.6666351513183, 112.10320330011898]","[255.2594858292805, 119.39898325178265]","[281.86345375727745, 129.4490447089719]","[260.8642161803355, 135.89726203338944]","[268.1082910208481, 124.25281976544491]"
136,img_443.png,"[-0.2293995055006818, -0.22238913601110533, 1.500192854360651]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.545454545454546, 1.6]","[-0.23112478527348682, -4.518248308558104, 1.6161150319555748]","[-0.2293995055006818, -0.22238913601110533, 1.500192854360651]","[150.9134011234345, 213.50104834813402]","[135.5306236625475, 210.0204412046434]","[147.17941953173596, 229.9094069338573]","[131.44650241674162, 226.46346437412416]","[141.3132047084647, 219.89352831037607]"
137,img_444.png,"[0.0503426953273337, -0.016237819235585232, 1.1082570690430391]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.545454545454546, 2.0]","[-0.21700636010031102, -4.51898008614013, 2.0104731272769847]","[0.0503426953273337, -0.016237819235585232, 1.1082570690430391]","[95.35658602784319, 197.74996320676206]","[77.41109944996346, 200.12010498456894]","[96.07202092143491, 213.9792649117601]","[78.12932534615744, 217.0797576832671]","[86.93823279782255, 207.1957516635352]"
138,img_445.png,"[-0.2202595154189502, -0.05120297095026085, 1.283959735961557]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.090909090909091, 0.0]","[-0.22452963631829725, -4.062033397425091, 0.011281036606001904]","[-0.2202595154189502, -0.05120297095026085, 1.283959735961557]","[138.24586772053232, 112.0989500668887]","[121.55995782860283, 106.88611277135372]","[134.46395386808766, 128.27677747744517]","[117.58036926921712, 123.50649214956985]","[128.08740375639545, 117.70651512938282]"
139,img_447.png,"[0.018520925747102502, -0.22891275612282835, 1.9428300214833034]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.090909090909091, 0.8]","[-0.24039281176197602, -4.065736711656654, 0.8165450298170643]","[0.018520925747102502, -0.22891275612282835, 1.9428300214833034]","[247.5746618923596, 178.07586102426478]","[227.32313475745707, 179.15880345410494]","[250.23159648030034, 197.42355637147517]","[229.36925474797835, 197.7778695726875]","[238.4076777802253, 187.99643171399558]"
140,img_449.png,"[0.22540390006084224, 0.046109144022387305, 1.5641663415752647]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.090909090909091, 1.6]","[-0.22833261393352652, -4.060507194093252, 1.6083538954024492]","[0.22540390006084224, 0.046109144022387305, 1.5641663415752647]","[177.47697191111246, 164.33760295980295]","[161.1594075214858, 168.09078250054486]","[181.11406372356547, 180.5421359606781]","[164.87328336492087, 184.28881894739592]","[171.16280129266724, 174.33272478517992]"
141,img_450.png,"[-0.05097715212080867, -0.13451669254428267, 1.6671291328736149]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -4.090909090909091, 2.0]","[-0.23400704249179557, -4.062700111349994, 2.013920131015319]","[-0.05097715212080867, -0.13451669254428267, 1.6671291328736149]","[192.15784629322349, 219.95760505774413]","[174.38422267493664, 218.68971534845372]","[191.72449702090037, 238.60938396144888]","[173.70378920115502, 237.13602517682767]","[182.94965986352338, 228.5292768057176]"
142,img_451.png,"[0.2135009427226971, -0.01511189633324511, 1.6912828967309923]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.6363636363636367, 0.0]","[-0.23225346072395872, -3.6064764675492182, 0.010225174898256539]","[0.2135009427226971, -0.01511189633324511, 1.6912828967309923]","[187.7516743745214, 96.65903804465611]","[168.90809499374404, 101.54077256736329]","[191.89516802911172, 115.43300672753595]","[172.96310410013788, 120.06801426413851]","[180.31321295348812, 108.43345511010315]"
143,img_452.png,"[-0.22690596199785026, 0.08125981082097582, 1.1765008352064443]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.6363636363636367, 0.4]","[-0.2210557132468888, -3.607162583642164, 0.407276406894954]","[-0.22690596199785026, 0.08125981082097582, 1.1765008352064443]","[123.37889984031025, 95.84750822013847]","[102.67711481456367, 89.12375973097375]","[119.27471271158194, 115.69836015003092]","[98.58633495733389, 109.97738956930152]","[111.20861787291174, 102.78364710901575]"
144,img_455.png,"[-0.17773626624462027, 0.018844305702524305, 1.3538603348648606]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.6363636363636367, 1.6]","[-0.2259998848773296, -3.6065103300041343, 1.609275421239443]","[-0.17773626624462027, 0.018844305702524305, 1.3538603348648606]","[139.90888323019118, 171.97380667431602]","[120.82730263221981, 169.0309363855529]","[136.61848291263172, 190.48775231228728]","[117.49699402145048, 188.00743229574294]","[128.8275114819148, 179.90150039395778]"
145,img_456.png,"[-0.06825053807289208, 0.22736092205013686, 0.9199876895562001]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.6363636363636367, 2.0]","[-0.2122422406516441, -3.6109077459862022, 2.0029577495287603]","[-0.06825053807289208, 0.22736092205013686, 0.9199876895562001]","[62.053536123222024, 157.01197562397266]","[35.920856842871636, 158.72809701687925]","[63.3544447697294, 177.08540957654796]","[38.09829264001042, 180.31033558400478]","[50.35679824857547, 168.38797560638758]"
146,img_457.png,"[-0.03464351118569658, 0.2036980310482083, 1.6742269831004857]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.1818181818181817, 0.0]","[-0.2343558318481516, -3.1506202932280902, 0.003718607295874487]","[-0.03464351118569658, 0.2036980310482083, 1.6742269831004857]","[209.16664526130222, 50.523502717770114]","[184.29240133807832, 50.75994444156295]","[206.9121713266829, 77.08758480968926]","[182.7746661276153, 76.94110958387553]","[195.6841695063433, 64.01907235334762]"
147,img_458.png,"[-0.1554161452889164, 0.02969090830557553, 0.9425923223500852]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.1818181818181817, 0.4]","[-0.21422625237655982, -3.1564093596770917, 0.4089845213173583]","[-0.1554161452889164, 0.02969090830557553, 0.9425923223500852]","[76.46222644092846, 91.56628145487886]","[47.0343116933045, 82.30396525506497]","[73.01658260887058, 116.12947098754579]","[43.40525140579127, 109.21140014301548]","[60.637313069079696, 100.01328947611087]"
148,img_459.png,"[0.030304594564335034, 0.045168098102854166, 1.1826848985282419]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.1818181818181817, 0.8]","[-0.2189763184364627, -3.153774654727149, 0.8086306319007444]","[0.030304594564335034, 0.045168098102854166, 1.1826848985282419]","[114.06378907375014, 130.78827533931434]","[89.87858385743034, 130.360636753515]","[115.00575006736003, 153.19054933845496]","[91.02184570679677, 153.94288009780072]","[102.80335863266893, 142.10376437416323]"
149,img_461.png,"[0.07046082062395936, 0.07829998784589282, 1.6609639948750183]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -3.1818181818181817, 1.6]","[-0.23283141376671043, -3.1511911114974502, 1.6075980237465997]","[0.07046082062395936, 0.07829998784589282, 1.6609639948750183]","[198.53520927128415, 165.44217257920357]","[176.5104577945971, 166.7367499275901]","[199.6618790733124, 186.98819572888058]","[177.84374793001058, 188.0234278162126]","[188.0775590022417, 176.85494333982115]"
150,img_464.png,"[0.22789736103068986, -0.15916033164323698, 1.9961735590769494]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.7272727272727275, 0.4]","[-0.24029761623305831, -2.7007656130331887, 0.4143729873423992]","[0.22789736103068986, -0.15916033164323698, 1.9961735590769494]","[257.52075848452415, 104.80491600351229]","[227.46450161628044, 115.6426153622645]","[266.9174034701616, 131.918372869259]","[235.44603915725926, 141.21951150348872]","[246.25238309726123, 123.39330176454584]"
151,img_467.png,"[0.05324472462355848, -0.011822637887248244, 2.0541873262719426]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.7272727272727275, 1.6]","[-0.24418569630207018, -2.700569039123427, 1.6103398013438865]","[0.05324472462355848, -0.011822637887248244, 2.0541873262719426]","[288.9707955635205, 186.51652532147526]","[252.8828070148736, 185.84135356152095]","[290.94367323581446, 218.1830512551888]","[254.6236989770549, 214.96534767821012]","[271.09838262778675, 201.31979059847438]"
152,img_470.png,"[-0.1881684199285578, 0.01563707628705234, 1.6602680380166408]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.272727272727273, 0.4]","[-0.2353263168870412, -2.2428650760976074, 0.4093531908227113]","[-0.1881684199285578, 0.01563707628705234, 1.6602680380166408]","[220.08039070775766, 104.30599546785606]","[188.64958892782502, 99.36979216961282]","[214.0040784418509, 135.4377818031816]","[182.76353700088882, 130.00415894315393]","[201.24005844167004, 117.28034793378214]"
153,img_471.png,"[0.13430268635411166, -0.04046888838080645, 1.0885908700405926]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.272727272727273, 0.8]","[-0.2158682067733069, -2.2471459598731145, 0.8111155709043925]","[0.13430268635411166, -0.04046888838080645, 1.0885908700405926]","[105.3658254888403, 142.38619400744236]","[70.14221925457902, 144.249692180636]","[109.18147897015433, 173.50587250716794]","[74.0281478732512, 178.33974017474395]","[90.46614054103338, 159.48052382715989]"
154,img_472.png,"[-0.259361374384618, -0.06892574608249451, 0.9944552927834538]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.272727272727273, 1.2000000000000002]","[-0.2169723748548472, -2.246793654998385, 1.2117087248823115]","[-0.259361374384618, -0.06892574608249451, 0.9944552927834538]","[88.83159783078507, 153.41627223576137]","[51.30872783240646, 143.57691944629354]","[79.40657479842619, 185.28319104440828]","[40.188106367363794, 179.10575040203574]","[66.04498452475967, 165.45028315106856]"
155,img_474.png,"[-0.024701829113897504, 0.10979985170120586, 1.579530466965251]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -2.272727272727273, 2.0]","[-0.23128622528981452, -2.2418158083353257, 2.0066493673241195]","[-0.024701829113897504, 0.10979985170120586, 1.579530466965251]","[191.51091370149166, 201.68713995716752]","[161.7180668091601, 200.8583999061927]","[190.17552976084446, 229.92464172842776]","[160.94988379250125, 229.0691836335606]","[176.07235605433405, 215.5197667753382]"
156,img_475.png,"[-0.13747245594162025, 0.07234271722962486, 1.866533243132784]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -1.8181818181818183, 0.0]","[-0.24100928153420687, -1.7892737513013632, 0.007711357180538581]","[-0.13747245594162025, 0.07234271722962486, 1.866533243132784]","[287.13278542877123, 23.58443242143142]","[236.7848116092512, 27.105098986470903]","[278.3654851101675, 71.4461268419143]","[229.57392473600305, 71.40327308808612]","[256.97676064328687, 48.63750498071503]"
157,img_478.png,"[0.1881293656202209, -0.23866468137751146, 1.6822660584819904]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -1.8181818181818183, 1.2000000000000002]","[-0.23189486411936655, -1.7913129822832699, 1.2166372656112097]","[0.1881293656202209, -0.23866468137751146, 1.6822660584819904]","[230.26716525396557, 188.99278902850548]","[189.29507237559417, 196.74654712722986]","[242.63131139593406, 232.7415522030353]","[198.8678704834985, 239.76202147482712]","[214.81852813068383, 213.97155360075385]"
158,img_480.png,"[0.15151227087023034, 0.2261934589734149, 1.1563775418735138]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -1.8181818181818183, 2.0]","[-0.21672293435695952, -1.7899992103545124, 2.002905541799887]","[0.15151227087023034, 0.2261934589734149, 1.1563775418735138]","[136.1412562580135, 197.36478660493896]","[99.50929126453924, 209.64924380871395]","[142.17043313684727, 228.35517539156433]","[107.85324724480917, 242.69722264894105]","[122.25266824977577, 219.62169477707815]"
159,img_483.png,"[-0.19986500240760668, 0.07192473015714858, 1.687607150026357]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -1.3636363636363638, 0.8]","[-0.23631047799692176, -1.3334497015173261, 0.8076197118890855]","[-0.19986500240760668, 0.07192473015714858, 1.687607150026357]","[253.23204470159277, 108.9423169783273]","[196.80026982182622, 99.6407751873625]","[240.0783215741434, 164.10558049750543]","[185.40855104023493, 152.99168227649096]","[218.2831517068168, 131.64059902000088]"
160,img_491.png,"[0.1540169088090031, 0.22207248079358025, 1.377087408725533]","[0.0, 0.0, 0.0]","[-0.23076923076923084, -0.9090909090909092, 1.6]","[-0.2232116936157095, -0.8785344997327755, 1.6030314153973526]","[0.1540169088090031, 0.22207248079358025, 1.377087408725533]","[208.61140538404226, 186.10729846865627]","[139.516079773931, 203.049600242962]","[214.06334170546424, 245.77789496146622]","[151.63622199191758, 265.788216417443]","[179.9326079417587, 226.21516788779522]"
161,img_505.png,"[0.17614617692460527, 0.11298969674994248, 2.330006548238173]","[0.0, 0.0, 0.0]","[0.23076923076923084, -5.0, 0.0]","[0.21075747795723654, -4.976365920167331, 0.006400001551144846]","[0.17614617692460527, 0.11298969674994248, 2.330006548238173]","[309.32553196355536, 52.719308111727834]","[284.92566088646237, 61.509037692899895]","[310.7564610946034, 73.12195210034552]","[286.5460392089108, 80.31414402792922]","[297.4292401518269, 67.13035143315722]"
162,img_506.png,"[-0.13527670266991737, 0.01134411435147276, 2.3037290972114626]","[0.0, 0.0, 0.0]","[0.23076923076923084, -5.0, 0.4]","[0.2096214198367612, -4.978523746566431, 0.40956768682710837]","[-0.13527670266991737, 0.01134411435147276, 2.3037290972114626]","[314.34963155646983, 141.46497902232002]","[291.13836692247867, 140.80947618011865]","[311.6755324434848, 159.72037655548218]","[288.6730297400309, 157.8233106475928]","[301.05116302003086, 149.9373146744375]"
163,img_509.png,"[0.1985416701655425, 0.027785195849616324, 1.7579150292809964]","[0.0, 0.0, 0.0]","[0.23076923076923084, -5.0, 1.6]","[0.22707782736038995, -4.969900520817833, 1.6089663199717337]","[0.1985416701655425, 0.027785195849616324, 1.7579150292809964]","[191.17653561015766, 162.25858742878856]","[177.48042415856386, 164.79486942704722]","[193.83917568880292, 175.851156379891]","[180.13377076644295, 178.1768125970795]","[185.60689904971667, 170.2872599920309]"
164,img_511.png,"[-0.25663151715858623, -0.011394895296125621, 1.0448440118226943]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.545454545454546, 0.0]","[0.24357884039165656, -4.518331872468531, 0.010013716164079417]","[-0.25663151715858623, -0.011394895296125621, 1.0448440118226943]","[75.24784636793194, 85.20848837326126]","[55.23817115336187, 77.00192941605613]","[70.70418211429035, 102.05806400777062]","[50.419591437003355, 94.76809896870117]","[63.17334589554713, 89.85752841392474]"
165,img_512.png,"[-0.13031490489839603, 0.13175305765404383, 1.7233643092201438]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.545454545454546, 0.4]","[0.2247671104888055, -4.514970045904201, 0.405888109994247]","[-0.13031490489839603, 0.13175305765404383, 1.7233643092201438]","[191.59251701469503, 108.86776497853856]","[175.93164129495062, 107.258369621333]","[189.18876619120707, 124.797486201511]","[173.74849768449474, 122.9885469638544]","[182.55429927717466, 116.02011773485275]"
166,img_516.png,"[-0.0892575492681357, -0.14220834049777323, 1.9014815040347655]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.545454545454546, 2.0]","[0.22074208055283456, -4.518990968784266, 2.0141115331680877]","[-0.0892575492681357, -0.14220834049777323, 1.9014815040347655]","[212.7984200760495, 222.21085074891562]","[195.97478501106434, 219.66056275395232]","[212.0765360779923, 239.6486875666492]","[195.0453099189021, 236.5229759616462]","[203.84427725436456, 229.42946393248502]"
167,img_517.png,"[-0.12469907118160464, 0.06307683268699632, 1.4986160857608262]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.090909090909091, 0.0]","[0.2317330390845139, -4.060333187936442, 0.008011568569174378]","[-0.12469907118160464, 0.06307683268699632, 1.4986160857608262]","[153.0098927748355, 95.67077708164844]","[135.77898296850296, 93.12676138431951]","[150.9233403565985, 113.0277963612161]","[133.7881592439497, 110.62795256762976]","[143.4034173177203, 103.14594895783411]"
168,img_518.png,"[-0.2505322682012722, 0.1722876100986272, 1.0242879616310967]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.090909090909091, 0.4]","[0.2448746909505832, -4.06295082385286, 0.40440128348153204]","[-0.2505322682012722, 0.1722876100986272, 1.0242879616310967]","[68.9670315924092, 62.004396488134525]","[43.83062761861444, 52.603813015689475]","[65.83377444927112, 83.61163808067265]","[41.048435680599944, 75.85601968439256]","[55.30956905598715, 68.78045603606374]"
169,img_520.png,"[-0.18353566770690924, -0.02397582994420982, 1.973174086406149]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.090909090909091, 1.2000000000000002]","[0.21743738751667277, -4.06424464511207, 1.2105484257511243]","[-0.18353566770690924, -0.02397582994420982, 1.973174086406149]","[227.90296256636896, 176.3915128444196]","[209.25057809909342, 172.90930448103714]","[224.74693614526424, 194.40367175077645]","[206.17654565338728, 190.17940877032726]","[216.82810123802534, 183.41977992337806]"
170,img_522.png,"[-0.19477444002974847, 0.20940981151533425, 2.2945289438660375]","[0.0, 0.0, 0.0]","[0.23076923076923084, -4.090909090909091, 2.0]","[0.20853677888006117, -4.068673358588827, 2.003360102852192]","[-0.19477444002974847, 0.20940981151533425, 2.2945289438660375]","[298.1738287653806, 195.19833948912247]","[273.34761527715233, 186.82804367043585]","[290.57035032374137, 214.4755573549939]","[266.91001878861107, 204.86304769697352]","[281.7286782249034, 200.28209671191576]"
